Crop,Soil_Type,Soil_Moisture,Temperature,Humidity,Rainfall,Nitrogen,Phosphorus,Potassium,pH,Area_Hectare,Irrigation_Hours,Yield_Ton_Per_Hectare
Maize,Clay,63.4,24.7,57.6,416.9,142.2,74.8,11.4,6.27,0.51,2.9,2.76
Maize,Loamy,39.4,25.8,43.0,813.7,113.1,81.3,98.4,5.51,2.13,1.3,2.76
Cotton,Red,48.7,21.0,56.9,264.9,124.7,33.3,63.8,6.72,8.97,3.0,1.65
Tomato,Alluvial,55.4,25.9,67.8,552.3,69.8,94.6,118.7,6.22,3.34,3.0,29.23
Maize,Clay,63.1,23.2,38.8,987.3,98.6,77.9,20.7,4.93,8.6,4.2,2.54
Maize,Black,61.8,25.3,53.5,581.1,152.9,76.9,25.2,5.55,8.11,4.2,2.72
Sugarcane,Sandy,70.7,21.5,53.4,1833.5,105.5,62.5,18.1,6.59,9.44,4.1,64.15
Wheat,Loamy,77.1,24.7,77.0,709.0,59.0,36.2,15.4,6.3,8.23,2.0,2.88
Maize,Sandy,78.6,31.0,74.5,600.7,88.1,99.1,38.5,5.6,8.3,3.3,2.47
Tomato,Sandy,32.0,29.0,60.7,744.0,116.2,48.6,133.2,5.51,8.88,0.7,22.15
Sugarcane,Loamy,31.2,37.5,42.7,1263.4,158.7,69.2,79.7,5.22,7.88,3.2,58.77
Rice,Sandy,43.6,24.3,39.6,496.5,88.4,54.7,120.0,6.44,5.19,2.8,3.78
Tomato,Clay,95.0,17.5,51.8,636.4,116.2,61.5,114.0,6.27,9.84,0.8,22.89
Rice,Clay,89.6,21.6,58.0,1828.9,97.4,45.8,72.4,5.52,1.33,4.1,3.95
Maize,Clay,82.9,18.5,80.5,880.1,100.2,8.1,20.0,6.43,4.64,1.1,2.26
Wheat,Sandy,49.8,15.4,46.4,1032.3,90.5,57.2,89.0,7.17,2.49,2.6,3.08
Cotton,Red,58.2,33.5,72.0,348.3,53.6,61.2,72.2,8.29,9.39,2.3,1.64
Potato,Red,50.7,23.4,55.8,486.4,144.9,67.5,134.8,6.01,4.75,1.8,18.04
Tomato,Loamy,46.0,29.7,46.8,540.7,127.1,75.1,118.5,7.95,9.63,0.9,26.17
Rice,Loamy,75.5,22.6,50.8,1311.4,103.8,65.6,82.5,5.45,2.94,3.4,4.15
Potato,Black,92.3,11.7,70.4,217.3,115.4,110.9,79.6,7.26,8.99,3.2,16.24
Rice,Red,44.3,23.2,77.9,1065.7,104.2,19.1,36.6,6.9,6.6,3.1,3.82
Potato,Black,41.8,25.0,62.2,853.0,118.1,67.0,106.9,5.14,8.16,1.8,17.04
Maize,Black,32.5,22.8,67.7,783.7,175.8,73.3,12.4,5.81,6.61,3.1,2.66
Cotton,Black,5.0,17.7,52.3,783.3,84.4,42.7,41.4,7.14,3.65,2.9,1.54
Tomato,Black,68.7,23.5,57.9,557.0,131.8,86.9,86.8,7.06,5.54,3.4,27.02
Potato,Sandy,51.9,26.8,65.4,516.8,147.2,81.4,150.0,4.35,8.25,0.7,18.84
Cotton,Red,55.2,34.0,30.9,598.8,52.3,36.7,27.4,7.65,2.13,0.7,1.77
Sugarcane,Loamy,70.9,19.5,54.5,1762.2,165.6,96.7,57.9,6.75,6.97,3.8,61.74
Sugarcane,Red,32.5,28.7,65.5,1146.3,111.5,99.5,72.3,6.32,3.55,4.2,54.39
Cotton,Clay,30.1,32.1,47.8,1087.8,140.6,40.7,34.3,4.91,4.07,2.0,1.61
Potato,Red,30.8,15.8,67.6,637.2,63.0,77.4,65.4,6.22,2.74,1.6,17.58
Sugarcane,Clay,24.4,28.7,55.9,2004.5,117.0,57.6,22.3,5.7,6.93,4.6,51.22
Potato,Sandy,51.0,10.7,54.7,886.7,118.6,93.2,105.2,5.7,9.82,1.2,20.55
Maize,Red,29.6,15.7,69.2,825.3,131.5,75.1,5.0,6.8,1.7,2.9,2.86
Tomato,Red,62.2,33.6,61.6,237.8,138.7,83.3,64.3,6.61,7.25,0.6,23.96
Maize,Alluvial,57.9,13.0,76.0,616.1,178.1,69.8,9.4,7.34,6.31,1.2,2.68
Maize,Clay,52.6,18.4,85.4,746.9,58.9,66.8,31.3,6.14,3.69,3.1,2.48
Sugarcane,Loamy,58.9,25.7,60.3,1082.7,167.4,79.2,98.5,7.5,0.77,4.5,64.03
Potato,Clay,37.9,23.6,52.3,234.0,128.4,26.5,56.2,5.36,0.78,0.4,18.37
Tomato,Sandy,45.4,14.6,86.9,536.4,129.3,48.4,102.8,7.72,9.08,1.3,24.95
Rice,Black,42.0,21.1,52.6,815.0,139.8,87.8,65.5,6.31,1.43,4.0,3.54
Wheat,Black,73.9,21.5,53.1,979.8,117.8,79.5,29.8,7.31,0.6,3.5,3.12
Potato,Clay,42.2,17.3,89.2,435.9,144.3,125.8,53.8,5.28,3.13,0.8,18.94
Rice,Red,85.4,13.1,88.3,1469.1,68.4,70.5,64.9,5.97,7.78,1.6,3.93
Tomato,Black,29.1,14.6,62.6,491.3,141.3,61.0,83.9,7.2,1.13,2.3,24.76
Maize,Clay,44.0,29.7,67.7,473.7,124.8,14.0,58.7,6.39,4.48,1.5,2.76
Sugarcane,Black,16.3,25.2,51.5,953.6,176.9,94.2,62.6,6.35,1.0,2.3,60.01
Potato,Red,35.7,11.7,68.1,421.4,160.8,96.1,80.0,6.01,8.51,2.7,17.84
Tomato,Alluvial,58.6,35.8,66.6,481.6,100.9,57.4,100.5,6.38,1.41,3.2,28.95
Wheat,Red,35.5,25.5,56.6,20.0,114.2,41.3,38.3,6.48,1.8,2.1,3.13
Sugarcane,Loamy,57.7,31.6,47.9,544.0,154.7,91.4,77.2,6.64,6.82,5.0,62.32
Sugarcane,Red,70.2,25.3,77.0,1420.9,135.0,18.2,40.0,5.45,2.05,5.5,62.27
Potato,Alluvial,54.4,10.1,64.3,992.3,167.5,51.9,63.9,4.14,5.98,1.7,16.14
Cotton,Sandy,58.7,32.2,34.4,919.1,115.2,60.6,35.7,6.85,2.09,2.5,1.79
Tomato,Sandy,37.0,16.0,46.7,871.3,89.9,88.8,89.4,5.64,3.49,1.0,23.66
Potato,Loamy,37.8,22.1,52.4,453.3,146.8,64.7,93.4,5.79,4.9,3.1,19.76
Wheat,Sandy,82.2,23.3,72.3,586.5,128.9,93.3,5.0,6.83,5.44,1.0,3.28
Tomato,Clay,56.5,23.6,94.5,399.3,109.3,53.4,80.3,5.47,3.63,4.0,26.12
Potato,Red,59.3,17.6,61.1,921.0,96.9,85.6,106.8,6.41,9.87,3.1,19.97
Wheat,Clay,37.4,27.7,76.8,1039.6,71.4,46.0,53.4,6.94,4.84,3.5,3.23
Sugarcane,Loamy,88.0,8.0,57.0,2500.0,163.8,65.8,17.9,7.79,6.69,3.0,49.99
Sugarcane,Sandy,82.2,25.6,67.8,1437.0,163.9,69.7,57.7,6.52,1.1,4.1,62.01
Maize,Alluvial,46.9,20.5,66.6,456.0,105.4,62.2,49.6,5.26,3.7,0.5,2.82
Tomato,Sandy,43.5,18.5,88.1,250.9,183.2,78.7,92.3,6.68,4.98,3.0,25.63
Potato,Red,34.8,12.0,60.5,51.3,120.7,113.9,103.8,5.27,8.16,3.0,16.56
Maize,Black,84.8,26.1,59.8,1035.0,172.8,43.9,26.8,5.14,8.72,1.5,2.64
Rice,Black,55.0,22.6,47.1,1529.7,34.1,32.3,48.8,6.17,1.26,3.7,3.68
Maize,Clay,21.2,8.7,60.4,481.2,104.2,60.3,45.8,5.53,2.37,1.5,2.35
Potato,Loamy,47.6,22.3,43.8,333.4,108.0,79.9,106.9,7.13,9.04,2.4,18.95
Sugarcane,Sandy,60.2,18.2,52.1,1130.6,161.8,37.0,74.8,6.41,1.7,3.3,65.17
Potato,Black,47.2,24.5,72.0,995.3,105.1,13.0,89.8,5.68,6.85,2.4,16.97
Cotton,Alluvial,21.4,25.8,43.8,606.4,147.7,47.2,46.6,5.64,9.92,3.4,1.81
Potato,Red,50.5,15.5,76.6,418.5,158.8,54.3,116.9,6.82,3.89,0.2,20.26
Potato,Red,41.5,21.3,32.8,156.6,156.6,82.4,83.4,5.6,6.73,0.8,19.93
Sugarcane,Loamy,76.0,31.1,39.8,986.6,144.2,70.5,61.3,5.41,9.93,3.5,61.79
Potato,Clay,34.0,17.9,58.3,708.4,94.2,84.7,60.8,5.28,8.44,2.6,19.4
Potato,Sandy,47.0,22.0,88.0,378.5,161.4,97.5,93.3,5.35,9.21,0.8,20.27
Tomato,Black,32.4,18.6,39.0,939.3,109.3,68.8,104.7,7.07,7.39,1.2,25.73
Potato,Clay,50.0,18.0,53.8,281.7,97.5,82.8,96.0,5.92,9.17,2.7,21.55
Maize,Alluvial,56.9,30.1,40.0,597.6,184.8,73.2,51.2,6.99,5.27,3.3,2.72
Cotton,Red,36.6,20.6,51.9,701.5,86.5,42.5,24.3,8.15,7.68,3.5,1.75
Tomato,Sandy,65.3,19.0,60.5,514.7,88.9,39.2,102.9,5.78,7.85,0.9,27.45
Tomato,Alluvial,43.9,27.6,81.0,742.8,114.4,97.9,82.3,5.27,5.72,3.3,27.15
Potato,Black,41.6,13.8,75.3,854.0,90.0,109.4,121.9,4.86,7.85,4.2,17.07
Cotton,Black,55.2,32.1,62.0,1240.3,163.5,37.7,65.3,8.5,6.44,2.0,1.66
Rice,Alluvial,84.9,18.3,62.9,1646.3,28.3,65.7,101.0,5.57,9.19,3.6,3.32
Wheat,Clay,16.3,28.1,75.4,857.6,122.6,40.0,74.8,6.53,4.0,1.0,2.83
Wheat,Red,45.3,18.7,80.0,40.7,148.2,88.3,5.0,5.13,4.46,1.9,3.13
Potato,Alluvial,58.1,17.8,56.9,620.4,135.6,76.6,74.6,6.34,6.02,2.9,21.58
Rice,Loamy,75.6,25.7,74.5,1057.0,103.2,15.2,57.6,5.4,8.44,3.7,4.62
Wheat,Black,63.4,28.8,69.9,904.4,169.7,51.6,65.2,6.79,8.12,1.9,2.87
Rice,Sandy,73.9,20.1,73.0,1159.9,102.5,77.1,53.2,7.24,2.0,3.3,3.96
Wheat,Sandy,39.5,32.9,33.9,633.3,147.9,72.5,65.5,8.12,4.32,2.7,3.25
Sugarcane,Alluvial,95.0,22.6,56.5,1949.1,147.3,79.9,99.4,7.11,9.53,4.8,55.79
Cotton,Alluvial,49.6,15.9,58.2,1067.5,83.0,73.7,51.4,7.57,6.16,1.4,1.81
Wheat,Alluvial,34.2,26.4,76.8,803.6,78.3,80.7,11.5,6.99,3.52,2.3,2.86
Rice,Alluvial,66.5,31.1,59.7,608.0,108.3,14.8,27.9,5.71,3.03,3.0,3.88
Maize,Loamy,74.7,37.2,93.8,1073.0,128.1,51.7,28.3,7.79,9.92,1.5,2.17
Wheat,Black,42.9,32.2,77.9,711.6,76.5,58.1,43.7,7.52,1.95,0.0,3.09
Potato,Alluvial,55.6,26.6,42.8,415.9,133.1,84.1,66.4,4.98,5.77,3.3,21.29
Maize,Black,65.7,43.4,67.2,608.7,135.2,74.2,33.5,6.89,7.5,1.1,2.58
Tomato,Red,85.4,20.4,58.8,444.8,109.7,51.1,62.8,7.3,7.11,3.4,27.04
Potato,Black,54.6,24.9,39.2,440.3,115.3,78.7,66.9,6.06,3.39,1.3,21.16
Potato,Sandy,63.9,13.2,58.0,220.9,179.4,81.5,128.7,5.89,0.93,0.9,17.47
Potato,Black,67.3,9.3,48.4,688.8,121.1,82.4,100.8,6.28,8.34,2.4,19.96
Cotton,Clay,80.4,23.4,95.0,243.5,158.1,37.3,48.3,7.01,5.64,1.8,1.69
Sugarcane,Clay,74.8,20.7,75.7,1490.8,104.8,56.6,92.7,5.75,5.77,4.2,63.67
Tomato,Alluvial,81.1,12.8,46.9,609.2,118.1,87.9,58.0,6.07,9.45,1.5,24.89
Potato,Black,65.7,25.5,54.9,895.9,96.4,110.0,114.1,4.52,9.77,1.6,15.77
Sugarcane,Loamy,63.7,34.1,39.0,1157.6,178.3,75.2,35.9,5.2,4.36,2.5,60.08
Rice,Alluvial,64.3,29.5,66.6,1524.9,138.5,51.6,17.3,5.72,3.21,6.8,4.11
Sugarcane,Loamy,71.9,36.9,50.5,1798.5,146.7,66.3,40.7,7.83,8.82,4.7,54.39
Tomato,Clay,73.9,23.8,56.6,543.6,178.7,34.7,109.6,5.57,4.09,1.4,20.99
Rice,Red,76.8,24.2,56.1,1153.5,76.3,53.7,43.8,6.09,1.06,4.1,4.29
Maize,Alluvial,40.6,27.2,67.8,282.7,169.3,101.1,37.8,6.06,9.28,3.6,2.43
Wheat,Sandy,54.2,9.3,47.0,814.9,115.6,36.7,77.5,5.86,1.16,3.3,3.24
Sugarcane,Black,72.1,22.3,55.0,1812.3,90.7,53.1,65.3,6.08,8.34,4.2,60.83
Wheat,Red,13.4,5.0,73.2,330.2,91.0,79.7,27.6,7.23,7.39,2.9,2.47
Tomato,Alluvial,48.5,28.0,72.4,96.2,110.7,24.4,86.9,6.0,2.2,1.8,28.19
Rice,Red,68.8,20.7,48.0,1288.7,118.9,51.3,52.4,5.6,1.09,4.4,4.12
Maize,Sandy,62.7,13.8,46.6,469.1,138.1,26.3,18.0,5.09,4.91,3.5,2.34
Potato,Alluvial,47.0,13.5,84.5,759.2,99.3,83.3,123.6,4.95,2.01,1.9,18.95
Rice,Loamy,81.0,26.7,71.9,1726.2,131.7,59.4,50.3,5.22,7.12,4.7,4.03
Tomato,Alluvial,69.0,13.3,77.7,401.0,50.9,67.8,106.2,5.49,3.85,1.5,25.31
Rice,Alluvial,39.2,19.1,49.3,1149.3,10.0,64.3,67.7,6.95,4.74,4.2,3.31
Sugarcane,Clay,91.6,26.8,59.2,689.9,181.9,60.8,60.8,6.47,4.94,2.8,53.11
Wheat,Clay,53.3,28.3,47.7,482.6,115.8,75.5,34.1,5.08,9.22,3.1,2.78
Potato,Clay,28.3,14.7,67.1,725.2,135.2,75.0,121.5,4.99,9.22,3.3,19.13
Wheat,Sandy,33.1,24.2,41.2,659.5,155.7,54.0,67.3,8.97,9.57,3.9,2.97
Tomato,Sandy,74.8,26.9,35.9,542.4,142.2,52.9,114.1,6.86,4.83,1.4,27.82
Potato,Alluvial,80.8,5.0,29.0,523.2,106.7,80.2,123.6,5.06,5.76,0.2,17.85
Tomato,Loamy,74.9,19.9,59.0,563.0,142.5,63.3,128.0,4.59,2.69,2.5,26.27
Tomato,Red,67.6,15.6,51.4,711.3,48.5,56.4,56.7,6.49,8.67,1.5,22.77
Rice,Alluvial,43.0,27.0,48.4,992.3,128.2,65.2,94.9,5.75,7.49,3.0,3.97
Cotton,Alluvial,9.3,25.5,52.8,885.2,92.5,73.7,52.0,8.42,6.41,3.9,1.62
Cotton,Sandy,61.3,5.2,67.2,924.2,139.9,26.5,64.8,7.16,8.49,1.2,1.67
Cotton,Alluvial,44.8,28.3,56.4,553.3,105.9,38.0,72.1,8.02,7.46,3.6,1.86
Sugarcane,Black,52.1,35.4,55.5,857.4,144.8,98.8,64.1,6.51,4.29,2.5,62.18
Wheat,Alluvial,51.7,23.3,83.1,729.1,107.9,60.0,42.9,5.16,0.64,2.1,3.01
Cotton,Sandy,43.8,32.9,70.6,554.3,81.1,62.0,59.6,6.35,5.82,3.2,1.98
Sugarcane,Sandy,65.4,28.5,72.2,1123.1,151.6,72.5,36.1,8.35,3.96,5.3,57.49
Sugarcane,Clay,46.5,30.9,82.0,1484.3,200.0,35.5,77.3,7.43,4.39,4.8,55.57
Tomato,Alluvial,43.5,25.8,76.6,380.7,146.2,34.9,145.5,6.35,9.74,2.4,24.75
Sugarcane,Sandy,67.1,19.7,46.1,1265.9,152.2,93.9,26.5,6.24,9.15,3.5,60.34
Wheat,Red,30.0,16.6,48.1,712.4,115.2,48.9,50.7,7.88,4.52,0.0,3.24
Maize,Black,63.0,26.6,52.2,863.4,171.5,40.3,64.4,6.94,1.45,3.2,2.83
Wheat,Clay,26.7,19.1,72.3,687.2,152.6,53.2,15.0,8.25,9.42,1.7,2.94
Tomato,Alluvial,24.7,19.0,64.2,680.7,129.4,116.2,87.1,5.6,10.0,1.6,23.54
Wheat,Sandy,59.1,25.0,41.0,964.6,95.7,36.3,42.2,5.09,4.68,4.1,2.98
Cotton,Sandy,35.2,39.1,77.3,295.1,117.5,62.0,63.2,7.32,0.5,3.8,1.68
Tomato,Black,45.1,15.8,71.7,20.0,129.6,79.5,31.4,5.79,4.23,1.4,23.79
Tomato,Loamy,65.5,20.9,62.5,698.0,74.2,49.7,41.6,5.86,4.98,2.1,25.35
Potato,Loamy,30.9,14.1,37.7,207.5,131.7,56.5,127.8,5.44,0.81,3.3,18.77
Maize,Black,63.9,36.9,52.3,696.4,103.4,96.5,5.0,7.55,9.68,3.6,2.4
Tomato,Sandy,42.6,26.7,79.7,724.0,72.3,95.8,82.0,6.78,5.85,1.9,24.82
Tomato,Loamy,65.9,33.8,57.4,768.3,104.3,87.0,34.5,8.24,4.75,2.4,23.3
Sugarcane,Alluvial,39.0,29.6,66.2,1010.5,183.6,86.1,84.4,6.51,9.4,4.5,62.4
Cotton,Loamy,35.1,16.9,80.3,1282.3,98.8,93.2,52.3,6.7,7.3,4.0,1.59
Tomato,Red,47.8,14.5,64.4,523.1,150.2,34.8,66.4,6.94,2.1,2.4,25.62
Tomato,Alluvial,77.7,14.9,49.1,251.9,49.6,72.7,76.9,5.71,0.84,2.2,25.84
Rice,Sandy,55.6,28.8,66.9,1085.1,89.1,53.7,49.3,7.06,8.54,5.1,4.34
Wheat,Black,26.5,20.7,95.0,567.9,135.6,79.0,35.5,6.17,3.24,1.4,3.24
Rice,Black,90.7,27.5,73.4,1102.8,76.0,31.1,14.0,5.65,2.7,5.6,4.19
Maize,Clay,63.6,22.4,56.7,372.4,139.2,16.8,71.4,4.0,1.83,0.6,2.38
Sugarcane,Black,95.0,29.4,22.2,833.6,85.6,44.1,19.2,6.7,8.97,3.1,51.87
Tomato,Sandy,31.8,20.5,60.3,352.6,92.5,75.1,131.5,6.09,9.87,1.1,27.06
Maize,Alluvial,26.0,27.6,56.5,1067.1,179.8,76.8,60.4,4.0,8.59,2.9,2.35
Sugarcane,Black,42.1,26.1,44.4,2034.3,121.3,54.1,48.4,8.3,6.89,2.6,62.15
Cotton,Loamy,64.1,13.9,49.9,1268.0,71.1,13.6,51.2,5.58,3.7,2.6,1.57
Cotton,Clay,32.7,30.0,67.8,529.4,65.2,64.6,32.7,6.3,3.39,4.3,1.88
Potato,Sandy,75.2,14.0,79.9,637.7,119.2,116.3,102.4,5.09,0.96,3.3,19.47
Rice,Sandy,81.9,25.4,57.4,834.5,107.2,33.8,51.8,5.07,0.57,4.6,3.81
Sugarcane,Sandy,57.4,24.9,57.0,1590.8,164.0,75.1,67.0,6.36,3.44,4.3,74.92
Cotton,Black,64.1,25.2,52.7,95.9,114.0,13.5,70.4,5.79,3.86,2.2,1.59
Tomato,Loamy,42.1,30.5,82.6,306.7,108.6,79.8,81.8,6.66,0.58,5.5,25.22
Tomato,Clay,72.3,16.8,30.5,375.2,155.3,94.2,75.5,6.66,7.54,1.7,25.59
Wheat,Red,36.5,31.0,84.0,1146.7,142.7,54.9,5.0,6.74,9.98,0.7,2.9
Cotton,Black,50.0,33.1,70.2,907.6,118.1,41.8,48.2,7.07,1.74,4.6,1.87
Cotton,Sandy,32.1,35.4,38.6,20.0,56.7,67.1,52.2,7.3,4.29,1.3,1.82
Tomato,Black,45.1,23.6,63.6,400.7,128.3,71.7,85.0,5.97,2.34,0.2,30.11
Maize,Clay,18.5,26.3,85.1,655.2,120.2,41.3,71.2,5.58,8.55,0.7,2.49
Sugarcane,Loamy,52.4,37.7,43.3,1390.7,104.8,93.8,48.1,5.94,2.93,4.6,59.49
Potato,Loamy,51.9,28.7,49.4,149.1,120.6,72.0,150.0,6.04,9.75,0.9,16.1
Tomato,Loamy,53.4,18.0,76.0,540.4,78.9,83.0,111.9,6.23,3.6,2.9,27.77
Maize,Clay,34.8,30.7,48.3,648.1,114.2,64.6,49.8,6.54,5.57,2.6,2.92
Potato,Red,56.7,5.0,56.3,928.1,159.6,89.2,82.0,5.54,7.78,2.6,18.42
Tomato,Alluvial,44.1,20.1,31.3,595.1,170.0,54.3,149.6,6.21,5.67,3.2,26.22
Maize,Black,46.6,32.3,81.8,544.0,118.4,62.8,60.8,6.84,9.55,2.3,2.63
Sugarcane,Loamy,53.5,23.9,46.5,2500.0,157.3,53.0,81.6,7.12,9.1,4.6,60.33
Potato,Sandy,45.6,7.8,33.5,1125.0,130.5,62.6,95.3,4.97,7.25,2.1,17.71
Cotton,Black,40.6,33.6,60.1,642.7,33.0,68.2,22.8,6.33,3.76,1.1,1.74
Sugarcane,Black,58.2,12.4,73.9,1707.0,124.1,58.4,81.0,6.29,0.59,3.7,67.83
Wheat,Black,25.4,16.3,59.2,992.9,180.7,87.3,38.2,8.31,0.67,1.0,2.58
Rice,Red,71.7,21.7,41.3,742.1,95.6,65.1,76.7,5.0,8.96,3.7,3.85
Maize,Alluvial,42.2,34.2,59.9,946.3,128.6,61.2,5.0,5.53,7.29,2.2,2.48
Tomato,Loamy,40.1,28.7,38.8,129.1,108.0,81.0,110.3,6.96,3.02,3.2,25.17
Rice,Loamy,74.2,36.3,69.4,1134.0,140.6,5.0,101.3,4.64,4.97,5.6,3.21
Tomato,Clay,44.6,25.4,59.0,471.7,93.5,59.8,97.2,7.05,2.29,2.1,25.63
Sugarcane,Red,79.9,18.8,33.3,1222.8,127.0,68.4,44.1,7.09,7.39,4.2,60.87
Cotton,Loamy,36.8,27.2,76.2,462.1,135.6,31.9,56.7,6.45,3.51,1.9,1.93
Rice,Red,57.1,16.9,61.5,1430.5,114.5,47.1,33.5,5.78,9.97,4.2,3.86
Cotton,Black,43.3,41.9,60.6,717.3,102.1,43.5,58.9,6.66,8.64,4.0,1.81
Maize,Sandy,5.3,22.5,52.6,739.1,132.9,62.8,30.5,6.51,5.4,3.1,2.61
Rice,Red,52.8,35.0,59.8,486.8,73.7,67.0,69.8,4.96,1.62,3.5,3.51
Sugarcane,Sandy,80.9,16.3,53.2,1716.3,140.6,11.6,55.2,4.93,3.52,5.4,51.32
Potato,Black,61.1,16.2,60.4,794.3,60.5,58.5,125.1,6.47,2.36,0.8,19.04
Potato,Black,72.8,28.9,70.8,20.0,123.7,91.7,87.1,5.65,2.08,2.4,15.97
Sugarcane,Clay,45.1,15.0,47.1,1055.1,154.4,79.7,72.1,5.9,7.36,3.1,59.34
Cotton,Sandy,41.8,45.0,44.1,429.0,101.7,60.8,5.0,8.04,7.83,2.4,1.64
Wheat,Loamy,32.4,18.9,64.0,1002.7,120.0,46.5,76.1,5.35,8.04,2.4,2.71
Potato,Sandy,59.5,15.7,68.2,533.6,97.4,73.8,78.3,5.51,9.71,0.0,21.49
Rice,Black,92.7,41.4,67.1,1101.1,85.8,13.1,26.8,6.08,9.36,2.8,3.65
Potato,Loamy,61.1,38.0,55.2,536.1,145.4,68.6,131.8,4.24,1.95,1.6,17.62
Rice,Alluvial,81.0,36.1,38.7,1883.4,24.7,34.6,38.5,6.47,0.55,2.4,3.58
Rice,Black,82.1,45.0,52.1,2038.0,99.7,44.4,27.2,5.84,9.27,2.9,3.79
Sugarcane,Sandy,35.3,40.1,76.0,1641.2,145.7,69.9,40.6,5.59,9.68,3.5,60.45
Tomato,Sandy,60.9,9.7,55.3,180.1,124.5,89.9,126.5,5.8,9.02,2.1,25.2
Rice,Alluvial,95.0,34.2,53.4,716.9,135.9,66.8,67.7,5.93,7.5,5.8,3.33
Potato,Clay,72.5,19.9,39.5,245.3,154.4,105.5,126.4,5.78,5.06,1.7,19.45
Tomato,Sandy,72.8,23.4,71.7,488.5,121.7,131.0,96.0,5.1,1.84,2.7,26.44
Wheat,Loamy,41.4,19.5,56.0,959.9,153.9,57.9,5.2,6.58,8.97,2.1,3.1
Cotton,Alluvial,37.8,37.7,64.1,424.4,58.4,49.0,48.9,6.79,1.31,2.2,1.76
Cotton,Sandy,71.4,33.3,63.1,733.0,142.4,32.5,47.2,6.64,4.36,2.9,1.64
Tomato,Sandy,34.1,40.5,36.8,336.4,84.9,64.6,68.8,5.56,7.35,2.4,23.81
Wheat,Alluvial,40.7,18.0,64.2,164.2,129.2,58.1,38.4,6.92,8.05,2.0,3.14
Sugarcane,Clay,45.7,13.7,82.1,1913.7,174.4,65.7,16.6,8.18,6.64,3.9,51.62
Tomato,Sandy,75.5,14.5,68.2,630.4,120.0,79.4,123.7,5.67,1.49,2.5,26.06
Rice,Red,92.5,38.0,87.9,508.2,148.9,53.7,90.0,5.68,2.45,4.9,3.07
Maize,Sandy,64.0,28.1,43.2,20.0,152.5,70.6,15.3,5.25,6.95,1.0,2.52
Rice,Clay,75.4,32.1,54.5,1989.8,127.1,42.4,10.2,7.06,4.45,3.0,3.81
Tomato,Loamy,64.4,14.8,42.5,639.7,138.1,60.2,71.3,7.22,5.57,1.4,25.14
Tomato,Clay,57.6,25.6,61.3,610.4,119.4,71.3,83.3,6.37,7.38,4.1,29.89
Tomato,Red,69.9,23.6,76.7,647.8,96.4,90.4,94.2,5.82,2.29,3.9,27.51
Rice,Loamy,72.2,11.7,77.3,1370.5,99.3,46.4,36.6,5.72,9.16,3.0,4.24
Wheat,Alluvial,43.2,17.1,57.4,761.6,92.9,56.7,88.3,6.45,3.08,2.8,3.11
Sugarcane,Alluvial,42.2,39.0,75.1,829.4,156.4,94.5,59.0,6.11,4.9,6.0,56.73
Maize,Loamy,95.0,24.5,79.4,309.8,118.2,38.4,37.5,6.45,3.79,2.6,2.56
Sugarcane,Black,67.8,33.2,76.2,1270.9,137.2,68.2,64.7,7.54,3.71,4.6,58.53
Maize,Black,69.8,12.6,61.3,1034.4,163.5,75.5,10.3,6.82,8.73,1.6,2.38
Maize,Sandy,58.1,17.5,64.2,966.0,124.8,62.6,6.6,6.64,9.09,0.7,2.62
Tomato,Black,39.8,14.4,52.4,657.6,57.3,49.3,111.5,7.36,3.18,2.6,22.94
Tomato,Red,80.3,22.0,46.6,694.4,125.1,84.7,68.9,6.6,6.58,2.8,26.28
Sugarcane,Clay,47.1,29.1,51.8,1888.0,165.0,74.5,61.0,4.79,4.9,4.3,56.68
Maize,Black,82.7,24.7,59.5,1163.2,135.2,40.3,47.9,7.1,7.38,3.9,2.35
Cotton,Red,45.6,24.7,58.4,485.2,103.6,33.1,34.8,6.67,2.58,1.8,1.93
Rice,Loamy,62.6,21.7,62.9,1138.7,121.3,58.0,11.6,5.23,4.12,2.2,3.79
Cotton,Sandy,46.2,27.6,78.7,89.8,161.8,33.1,59.5,6.51,3.06,3.5,1.71
Wheat,Loamy,66.1,19.8,40.8,771.6,125.9,113.8,16.4,6.3,4.46,0.3,2.92
Maize,Red,21.1,29.8,73.3,443.4,129.2,27.4,27.5,6.39,6.15,3.9,2.62
Sugarcane,Clay,29.9,21.3,55.5,1630.9,153.2,77.3,55.4,7.27,3.66,3.6,59.35
Wheat,Alluvial,68.0,21.5,57.1,941.5,132.7,37.4,38.2,6.23,9.87,1.8,2.98
Cotton,Black,36.7,27.1,37.8,974.3,96.9,50.8,60.0,6.37,2.52,4.3,1.8
Sugarcane,Sandy,47.6,27.5,36.5,1216.9,152.3,54.7,68.2,7.08,2.87,4.6,64.86
Sugarcane,Alluvial,58.1,28.5,64.2,1452.7,119.9,69.5,106.7,6.19,9.98,4.2,57.87
Potato,Red,46.8,10.3,55.4,471.1,152.0,85.9,135.4,4.94,6.46,1.0,18.82
Wheat,Clay,73.8,16.1,81.1,660.9,93.7,88.3,9.8,5.86,5.98,1.4,3.1
Potato,Loamy,78.8,7.3,84.7,582.1,102.1,40.0,53.2,5.22,6.32,2.2,17.92
Sugarcane,Red,93.5,24.2,37.1,1570.3,146.2,27.7,31.9,5.5,3.71,5.0,53.72
